location,total_sqft,bath,balcony,BHK,price
doddathoguru,925.0,2.0,2.0,2.0,30.0
battarahalli,1636.0,2.0,2.0,2.0,82.89
hormavu,1385.0,2.0,1.0,3.0,69.25
raja rajeshwari nagar,1090.0,2.0,1.0,2.0,57.0
other,450.0,1.0,1.0,1.0,25.0
dommasandra,1500.0,2.0,0.0,2.0,40.0
other,485.0,1.0,1.0,1.0,15.0
electronic city phase ii,1020.0,2.0,1.0,2.0,30.6
devanahalli,658.0,1.0,1.0,1.0,34.0
electronic city,1350.0,3.0,2.0,3.0,66.0
thanisandra,510.0,1.0,1.0,1.0,25.25
uttarahalli,1300.0,2.0,2.0,3.0,60.0
hosa road,1245.0,2.0,1.0,2.0,62.0
hormavu,1385.0,2.0,2.0,3.0,69.0
kaggalipura,950.0,2.0,1.0,2.0,48.0
marathahalli,1200.0,2.0,2.0,2.0,128.0
sarjapur  road,1050.0,2.0,1.0,2.0,62.0
kundalahalli,1047.0,2.0,1.0,2.0,84.0
hsr layout,4200.0,5.0,2.0,5.0,245.0
hosur road,1590.0,2.0,2.0,3.0,125.0
sarjapur  road,1500.0,3.0,2.0,3.0,88.0
other,1864.0,3.0,3.0,3.0,115.0
kothanur,1187.0,2.0,2.0,2.0,58.0
bhoganhalli,1760.0,3.0,2.0,3.0,128.0
rayasandra,1601.0,3.0,3.0,3.0,70.0
hulimavu,1916.0,2.0,1.0,3.0,150.0
other,1353.0,2.0,2.0,2.0,110.0
electronic city,1060.0,2.0,1.0,2.0,60.0
sarjapur  road,1700.0,3.0,2.0,3.0,93.5
seegehalli,3000.0,4.0,2.0,3.0,235.0
bellandur,1605.0,3.0,2.0,3.0,85.0
hulimavu,1255.0,2.0,2.0,2.0,69.0
other,1596.0,3.0,0.0,3.0,95.0
other,1545.0,3.0,3.0,3.0,85.0
billekahalli,1180.0,5.0,2.0,5.0,98.5
chandapura,800.0,1.0,2.0,2.0,30.0
electronic city,1599.0,3.0,2.0,3.0,125.0
akshaya nagar,1820.0,4.0,2.0,3.0,95.0
varthur,1012.0,2.0,1.0,2.0,66.5
nagarbhavi,1630.0,2.0,1.0,3.0,98.0
raja rajeshwari nagar,1070.0,2.0,1.0,2.0,50.0
other,900.0,1.0,1.0,1.0,52.3
benson town,2270.0,3.0,1.0,3.0,180.0
other,1350.0,3.0,0.0,3.0,77.0
whitefield,905.0,1.0,1.0,1.0,50.0
begur road,1241.0,2.0,1.0,2.0,64.0
kanakpura road,1204.0,2.0,1.0,2.0,82.0
yelahanka new town,1740.0,3.0,2.0,3.0,150.0
subramanyapura,929.0,2.0,1.0,2.0,48.0
thubarahalli,1200.0,2.0,2.0,2.0,47.0
other,1244.0,2.0,2.0,2.0,95.0
hennur road,1310.0,2.0,1.0,2.0,66.0
hebbal,1985.0,4.0,2.0,3.0,189.0
munnekollal,1222.0,3.0,2.0,3.0,95.0
other,2100.0,3.0,2.0,3.0,240.0
budigere,664.0,1.0,1.0,1.0,35.0
chikka tirupathi,1616.0,3.0,0.0,3.0,95.0
jp nagar,1850.0,3.0,3.0,3.0,150.0
vishveshwarya layout,2000.0,4.0,1.0,4.0,75.0
7th phase jp nagar,1070.0,2.0,1.0,2.0,42.79
hoskote,1200.0,4.0,1.0,4.0,120.0
uttarahalli,1215.0,2.0,2.0,3.0,52.85
btm 2nd stage,1280.0,2.0,2.0,2.0,80.0
bellandur,1690.0,2.0,2.0,3.0,116.0
sarjapur  road,1862.0,4.0,1.0,3.0,110.0
malleshpalya,1065.0,2.0,2.0,2.0,50.0
tc palaya,1200.0,2.0,0.0,3.0,66.0
kannamangala,1235.0,2.0,2.0,2.0,43.63
garudachar palya,1060.0,2.0,1.0,2.0,48.5
kadugodi,6200.0,9.0,0.0,9.0,200.0
banashankari stage vi,4800.0,3.0,2.0,4.0,200.0
electronic city phase ii,1000.0,2.0,1.0,2.0,28.88
kanakapura,1450.0,3.0,1.0,3.0,75.0
lb shastri nagar,1000.0,2.0,1.0,2.0,49.5
jalahalli,1045.0,2.0,1.0,2.0,58.0
kodihalli,3197.0,5.0,2.0,4.0,335.0
mysore road,900.0,2.0,0.0,2.0,65.0
sarakki nagar,3126.0,5.0,3.0,4.0,345.0
vittasandra,1246.0,2.0,1.0,2.0,63.0
bellandur,982.0,2.0,2.0,2.0,55.0
jalahalli,1083.0,2.0,1.0,2.0,32.49
hennur road,1482.0,2.0,2.0,3.0,83.73
other,600.0,1.0,0.0,1.0,45.0
other,1499.0,3.0,2.0,3.0,89.0
r.t. nagar,1080.0,2.0,1.0,2.0,48.0
6th phase jp nagar,1170.0,2.0,2.0,2.0,120.0
iblur village,2100.0,4.0,2.0,3.0,145.0
hoodi,1108.0,2.0,1.0,2.0,87.0
other,800.0,1.0,2.0,1.0,32.0
electronic city phase ii,2400.0,3.0,1.0,2.0,150.0
vidyaranyapura,1060.0,2.0,2.0,2.0,55.0
banashankari stage iii,1305.0,2.0,1.0,3.0,59.0
hennur,1255.0,2.0,2.0,2.0,55.5
other,600.0,5.0,2.0,4.0,60.0
jakkur,1279.0,2.0,1.0,2.0,77.0
kanakpura road,458.0,1.0,0.0,1.0,33.66
r.t. nagar,1560.0,3.0,3.0,3.0,125.0
jalahalli,1694.0,2.0,2.0,2.0,125.0
cox town,1250.0,2.0,2.0,2.0,95.0
jalahalli,2250.0,3.0,2.0,3.0,160.0
other,1450.0,2.0,3.0,3.0,89.6
jp nagar,1500.0,2.0,1.0,3.0,108.0
kanakpura road,983.0,2.0,1.0,2.0,50.6
haralur road,1850.0,3.0,2.0,3.0,110.0
whitefield,1452.0,3.0,2.0,3.0,90.0
kothannur,1350.0,2.0,2.0,2.0,42.0
kenchenahalli,870.0,1.0,1.0,2.0,45.0
lakshminarayana pura,1175.0,2.0,2.0,2.0,75.0
chamrajpet,1650.0,3.0,2.0,3.0,115.0
haralur road,1225.0,2.0,1.0,2.0,67.38
hebbal,1200.0,2.0,2.0,2.0,52.0
kudlu,1300.0,2.0,2.0,2.0,56.0
ambedkar nagar,1856.0,3.0,1.0,3.0,120.0
hormavu,1123.0,2.0,1.0,2.0,56.0
begur road,1200.0,2.0,2.0,2.0,46.8
isro layout,1050.0,2.0,1.0,2.0,51.0
jakkur,1645.0,3.0,1.0,3.0,100.0
nagavarapalya,705.0,1.0,1.0,1.0,52.5
other,530.0,1.0,1.0,1.0,20.0
bellandur,1262.0,2.0,2.0,2.0,47.0
doddathoguru,1783.0,3.0,3.0,3.0,85.0
hennur,1255.0,2.0,1.0,2.0,58.0
horamavu agara,1106.0,2.0,1.0,2.0,43.09
hulimavu,850.0,1.0,1.0,2.0,39.5
harlur,1174.0,2.0,1.0,2.0,76.0
panathur,1713.0,3.0,1.0,3.0,120.0
chandapura,620.0,1.0,1.0,1.0,27.0
old airport road,1206.0,2.0,3.0,2.0,75.0
thanisandra,1564.0,3.0,1.0,3.0,104.0
banashankari,1800.0,3.0,2.0,3.0,125.0
ramamurthy nagar,1360.0,2.0,0.0,2.0,45.0
9th phase jp nagar,1890.0,2.0,2.0,3.0,93.0
green glen layout,2000.0,3.0,2.0,3.0,165.0
haralur road,1140.0,2.0,1.0,2.0,42.0
seegehalli,3000.0,5.0,2.0,3.0,335.0
5th phase jp nagar,1200.0,2.0,1.0,2.0,68.0
somasundara palya,1140.0,2.0,2.0,2.0,46.0
uttarahalli,1200.0,2.0,1.0,2.0,55.0
kr puram,1000.0,2.0,0.0,2.0,60.0
other,1274.0,2.0,1.0,2.0,90.0
sarjapur  road,4050.0,2.0,1.0,4.0,450.0
other,1780.0,3.0,0.0,3.0,110.0
yelahanka,915.0,2.0,2.0,2.0,48.0
9th phase jp nagar,1466.0,2.0,2.0,2.0,71.0
hoodi,1500.0,2.0,1.0,2.0,84.0
other,1229.0,3.0,1.0,3.0,86.03
marathahalli,1693.0,3.0,1.0,3.0,125.0
sarjapur  road,2100.0,3.0,2.0,3.0,130.0
electronic city phase ii,1135.0,2.0,2.0,2.0,46.0
seegehalli,4000.0,3.0,1.0,3.0,235.0
chikkalasandra,1230.0,2.0,2.0,2.0,48.0
padmanabhanagar,1258.0,2.0,2.0,2.0,115.0
haralur road,1056.0,2.0,1.0,2.0,60.0
other,1515.0,3.0,3.0,3.0,90.0
other,1100.0,3.0,1.0,3.0,78.0
other,1386.0,3.0,2.0,4.0,93.0
bommasandra,1015.0,2.0,1.0,2.0,40.0
cv raman nagar,1030.0,2.0,2.0,2.0,35.0
other,1465.0,2.0,2.0,3.0,88.0
haralur road,1510.0,3.0,2.0,3.0,83.05
thigalarapalya,2072.0,4.0,2.0,3.0,157.0
uttarahalli,1270.0,2.0,2.0,3.0,55.25
whitefield,1200.0,3.0,2.0,3.0,68.5
rajaji nagar,1615.0,3.0,1.0,3.0,175.0
other,1300.0,2.0,1.0,3.0,67.0
bhoganhalli,910.2,2.0,1.0,2.0,80.64
hegde nagar,1930.0,4.0,2.0,3.0,122.0
frazer town,1750.0,3.0,2.0,3.0,150.0
varthur,1250.0,2.0,2.0,2.0,47.0
sarjapur  road,1028.0,2.0,1.0,2.0,56.0
banashankari,1195.0,2.0,1.0,2.0,35.84
jp nagar,1100.0,2.0,2.0,2.0,70.0
ananth nagar,500.0,2.0,2.0,1.0,14.0
kalyan nagar,1198.0,2.0,1.0,2.0,65.0
attibele,460.0,1.0,1.0,1.0,13.0
hegde nagar,2162.0,3.0,1.0,3.0,200.0
other,775.0,2.0,1.0,2.0,55.0
sarjapur,625.0,1.0,1.0,1.0,19.0
hegde nagar,1801.0,3.0,2.0,3.0,140.0
nagarbhavi,1055.0,2.0,2.0,2.0,55.0
other,1200.0,2.0,3.0,2.0,70.0
brookefield,1200.0,2.0,2.0,2.0,75.0
mahadevpura,1120.0,2.0,2.0,2.0,53.0
kanakpura road,700.0,2.0,1.0,2.0,40.0
other,1500.0,2.0,2.0,3.0,120.0
hosur road,1345.0,2.0,2.0,2.0,108.0
dodda nekkundi,1145.0,2.0,1.0,2.0,46.5
sarjapur  road,1367.0,2.0,0.0,2.0,80.0
kengeri,750.0,2.0,1.0,2.0,35.5
kanakpura road,2100.0,3.0,2.0,3.0,140.0
koramangala,1300.0,2.0,2.0,2.0,82.0
hebbal,2600.0,3.0,2.0,3.0,195.0
kengeri satellite town,800.0,2.0,1.0,2.0,32.0
other,461.82,1.0,1.0,1.0,31.7
hormavu,1015.0,2.0,1.0,2.0,39.08
whitefield,516.0,1.0,1.0,1.0,39.0
chandapura,950.0,2.0,1.0,2.0,25.65
tumkur road,992.0,2.0,1.0,2.0,70.0
hormavu,715.0,1.0,2.0,1.0,46.0
whitefield,2064.0,5.0,2.0,4.0,225.0
other,1900.0,3.0,0.0,7.0,162.0
cox town,1200.0,2.0,2.0,2.0,140.0
chandapura,1200.0,3.0,2.0,3.0,65.0
hebbal kempapura,2900.0,4.0,2.0,3.0,300.0
sarjapur,940.0,2.0,1.0,2.0,25.38
kodigehalli,655.0,1.0,1.0,1.0,53.0
abbigere,2500.0,6.0,0.0,6.0,81.0
sarjapur  road,1680.0,3.0,2.0,3.0,126.0
other,1100.0,2.0,2.0,2.0,56.1
anandapura,1000.0,2.0,1.0,2.0,55.0
other,1200.0,1.0,0.0,2.0,65.0
other,1200.0,4.0,1.0,4.0,110.0
electronic city phase ii,1089.0,2.0,0.0,2.0,32.67
other,4395.0,3.0,3.0,3.0,240.0
magadi road,884.0,2.0,1.0,2.0,48.0
mahadevpura,1236.0,2.0,1.0,2.0,58.0
raja rajeshwari nagar,3450.0,7.0,2.0,8.0,225.0
thanisandra,1305.0,2.0,2.0,2.0,90.0
battarahalli,1300.0,2.0,1.0,2.0,50.0
hsr layout,1203.0,2.0,2.0,2.0,72.0
arekere,2400.0,3.0,1.0,3.0,180.0
other,1645.0,3.0,2.0,3.0,95.0
other,1166.0,2.0,3.0,2.0,65.0
frazer town,1550.0,2.0,2.0,2.0,140.0
kammasandra,1015.0,2.0,2.0,2.0,37.0
uttarahalli,1040.0,2.0,2.0,2.0,36.4
dasanapura,814.0,2.0,1.0,2.0,43.7
other,1892.0,3.0,2.0,3.0,200.0
anandapura,616.0,3.0,1.0,2.0,45.0
munnekollal,1030.0,2.0,1.0,2.0,50.36
electronic city,1111.0,3.0,1.0,3.0,50.0
other,1625.0,3.0,3.0,3.0,92.0
thanisandra,933.0,2.0,1.0,1.0,58.0
kudlu,720.0,1.0,1.0,1.0,33.0
kr puram,1120.0,2.0,2.0,2.0,36.0
rajaji nagar,1700.0,3.0,2.0,3.0,200.0
whitefield,1400.0,2.0,1.0,2.0,80.0
anekal,1733.5,3.0,1.0,3.0,120.0
sarjapur  road,2275.0,4.0,2.0,3.0,182.0
varthur road,850.0,2.0,1.0,2.0,25.4
channasandra,830.0,2.0,1.0,2.0,36.28
devanahalli,2125.0,3.0,1.0,3.0,107.0
hegde nagar,1348.0,2.0,2.0,3.0,80.5
5th phase jp nagar,1450.0,2.0,2.0,3.0,73.0
whitefield,1250.0,2.0,2.0,2.0,85.0
bannerghatta road,1725.0,3.0,2.0,3.0,110.0
whitefield,640.0,1.0,0.0,1.0,19.83
kasavanhalli,1181.0,2.0,1.0,2.0,61.0
electronic city,1342.0,2.0,1.0,2.0,73.3
bommanahalli,957.0,2.0,1.0,2.0,53.0
yelahanka,3050.0,5.0,1.0,5.0,213.0
rachenahalli,680.0,1.0,1.0,1.0,46.0
8th phase jp nagar,2700.0,4.0,2.0,4.0,130.0
magadi road,1345.0,2.0,2.0,2.0,55.0
hsr layout,1203.0,2.0,2.0,2.0,60.0
yelahanka,1327.0,2.0,2.0,2.0,98.0
seegehalli,901.0,2.0,1.0,2.0,35.14
bommasandra,1200.0,3.0,2.0,3.0,46.0
whitefield,4097.0,3.0,2.0,3.0,400.0
other,612.0,3.0,0.0,4.0,47.0
kanakapura,1476.0,3.0,1.0,3.0,75.0
hosa road,1016.0,2.0,2.0,2.0,40.0
electronic city,1025.0,2.0,1.0,2.0,53.9
7th phase jp nagar,1000.0,2.0,1.0,2.0,70.65
haralur road,1985.0,3.0,2.0,3.0,130.0
hulimavu,1315.0,2.0,0.0,2.0,60.48
vijayanagar,1019.0,2.0,1.0,2.0,58.0
thanisandra,1996.0,3.0,2.0,3.0,135.0
whitefield,1800.0,4.0,3.0,4.0,178.0
raja rajeshwari nagar,1196.0,2.0,2.0,2.0,40.54
other,856.0,2.0,1.0,2.0,48.0
varthur road,1083.0,2.0,2.0,2.0,61.75
varthur,1210.0,2.0,1.0,2.0,60.0
chikkabanavar,1600.0,2.0,0.0,3.0,80.0
other,1200.0,2.0,0.0,2.0,79.0
prithvi layout,1352.0,3.0,1.0,2.0,93.0
begur road,2400.0,4.0,2.0,4.0,152.0
jakkur,3467.86,6.0,3.0,4.0,249.0
hebbal,3067.0,4.0,1.0,4.0,310.0
haralur road,3385.0,5.0,2.0,4.0,260.0
electronic city,589.0,1.0,1.0,1.0,29.0
kasavanhalli,1495.0,2.0,2.0,2.0,83.0
other,925.0,2.0,2.0,2.0,63.0
old madras road,3715.0,6.0,0.0,4.0,224.5
other,1415.0,2.0,3.0,2.0,110.0
cox town,1650.0,3.0,3.0,3.0,100.0
other,1800.0,3.0,0.0,3.0,150.0
other,600.0,4.0,1.0,4.0,40.0
begur road,644.0,1.0,1.0,1.0,32.0
bellandur,1049.0,2.0,1.0,2.0,51.0
sarjapur,1600.0,3.0,1.0,3.0,75.0
isro layout,4200.0,4.0,2.0,4.0,255.0
sarjapur,1128.0,2.0,1.0,2.0,60.0
sarjapur,2400.0,3.0,3.0,4.0,140.0
anandapura,1167.0,2.0,1.0,2.0,43.76
pai layout,1550.0,2.0,2.0,3.0,90.0
ngr layout,1021.0,2.0,2.0,2.0,45.9
frazer town,3436.0,5.0,2.0,4.0,345.0
choodasandra,1115.0,2.0,2.0,2.0,50.0
begur road,1240.0,2.0,2.0,2.0,45.88
old madras road,1200.0,2.0,1.0,2.0,72.0
kr puram,1827.0,3.0,2.0,3.0,97.0
other,900.0,7.0,2.0,6.0,76.0
whitefield,1562.0,3.0,2.0,3.0,103.0
jp nagar,2195.0,2.0,2.0,3.0,152.0
sarjapur  road,1800.0,3.0,2.0,3.0,110.0
hoodi,1050.0,2.0,2.0,2.0,50.0
other,600.0,2.0,1.0,1.0,35.0
chikkabanavar,1200.0,1.0,0.0,1.0,20.0
jigani,1200.0,10.0,2.0,10.0,105.0
hennur road,1061.0,2.0,1.0,2.0,54.92
bommenahalli,1632.0,3.0,1.0,4.0,128.0
marathahalli,1152.0,2.0,1.0,2.0,90.0
kadugodi,1900.0,3.0,2.0,3.0,108.0
vishwapriya layout,690.0,4.0,1.0,5.0,83.0
sarjapur  road,534.0,1.0,1.0,1.0,19.65
other,1020.0,2.0,1.0,2.0,70.0
other,1333.0,2.0,2.0,2.0,77.27
jalahalli,2384.0,4.0,2.0,3.0,165.0
hennur road,1182.0,2.0,2.0,2.0,82.5
other,1355.0,2.0,3.0,2.0,75.0
singasandra,3850.0,6.0,3.0,4.0,195.0
banashankari,1041.0,2.0,1.0,2.0,36.44
electronic city phase ii,1900.0,3.0,1.0,4.0,97.0
billekahalli,1672.0,3.0,2.0,4.0,190.0
kr puram,1204.0,2.0,2.0,2.0,58.0
old airport road,2690.0,4.0,3.0,4.0,199.0
hsr layout,1372.0,2.0,1.0,2.0,61.0
bommasandra industrial area,1125.0,2.0,1.0,2.0,32.49
whitefield,1639.0,3.0,2.0,3.0,107.0
sarjapur  road,1346.0,2.0,1.0,2.0,74.03
electronic city,1609.0,3.0,3.0,3.0,115.0
ardendale,1777.26,3.0,2.0,3.0,105.0
attibele,1200.0,2.0,2.0,2.0,42.0
electronic city,2000.0,4.0,0.0,4.0,120.0
kambipura,1082.0,2.0,1.0,3.0,56.0
whitefield,4144.0,5.0,1.0,5.0,331.0
lakshminarayana pura,1600.0,2.0,1.0,3.0,108.0
bannerghatta road,2932.0,5.0,2.0,4.0,195.0
chandapura,1200.0,3.0,1.0,5.0,79.0
hosa road,1170.0,2.0,2.0,2.0,65.0
kasavanhalli,1495.0,2.0,2.0,2.0,110.0
kundalahalli,1120.0,2.0,1.0,2.0,53.76
other,1250.0,2.0,1.0,3.0,70.0
other,2505.0,3.0,2.0,3.0,165.0
gollarapalya hosahalli,1318.0,3.0,2.0,3.0,56.0
bommasandra,1365.0,3.0,1.0,3.0,52.82
bannerghatta,1320.0,2.0,0.0,2.0,50.0
bommanahalli,1350.0,2.0,2.0,2.0,72.0
r.t. nagar,1667.0,3.0,2.0,3.0,130.0
haralur road,1194.0,2.0,2.0,2.0,47.0
raja rajeshwari nagar,1260.0,2.0,1.0,3.0,62.0
ambedkar nagar,1935.0,4.0,2.0,3.0,125.0
devarachikkanahalli,1116.0,2.0,1.0,2.0,47.0
kadugodi,1762.0,3.0,3.0,3.0,112.0
rachenahalli,1530.0,2.0,2.0,3.0,74.39
ambedkar nagar,3565.0,4.0,3.0,4.0,255.0
other,1155.0,2.0,1.0,2.0,65.0
poorna pragna layout,1270.0,2.0,1.0,3.0,50.79
rayasandra,1065.0,2.0,2.0,2.0,44.95
jp nagar,1300.0,2.0,1.0,2.0,91.65
vidyaranyapura,3150.0,7.0,3.0,7.0,375.0
hebbal,3450.0,5.0,0.0,3.0,348.0
sarjapur  road,1233.0,2.0,2.0,2.0,77.65
raja rajeshwari nagar,3600.0,9.0,3.0,9.0,240.0
hosakerehalli,3033.0,4.0,1.0,4.0,326.0
devarachikkanahalli,1705.0,3.0,2.0,3.0,75.0
hoskote,1395.0,2.0,2.0,3.0,63.0
other,1166.0,6.0,2.0,6.0,135.0
yelachenahalli,1103.0,2.0,2.0,2.0,55.0
7th phase jp nagar,1430.0,2.0,1.0,3.0,102.0
jakkur,1785.0,3.0,2.0,3.0,130.0
7th phase jp nagar,1075.0,2.0,1.0,2.0,42.99
bisuvanahalli,850.0,2.0,1.0,2.0,27.0
basaveshwara nagar,1180.0,2.0,3.0,2.0,58.0
vidyaranyapura,1200.0,2.0,2.0,3.0,65.0
other,3000.0,4.0,2.0,4.0,240.0
yelahanka,1890.0,3.0,2.0,3.0,108.0
sarjapur,1333.0,3.0,1.0,3.0,50.0
sarjapur,1200.0,2.0,1.0,2.0,42.6
other,1200.0,2.0,1.0,2.0,67.0
mysore road,1200.0,2.0,3.0,2.0,65.0
other,1056.0,2.0,1.0,2.0,80.0
haralur road,1027.0,2.0,2.0,2.0,43.0
hoodi,1837.0,3.0,1.0,3.0,110.0
haralur road,1194.0,2.0,2.0,2.0,47.0
channasandra,3040.0,2.0,1.0,2.0,48.0
kogilu,1190.0,2.0,2.0,2.0,50.66
chikkalasandra,1090.0,2.0,1.0,2.0,47.42
domlur,1950.0,3.0,3.0,3.0,165.0
whitefield,1200.0,3.0,1.0,3.0,61.96
kr puram,1550.0,2.0,1.0,2.0,71.0
panathur,1398.0,2.0,1.0,2.0,97.0
hoodi,1247.0,2.0,0.0,2.0,53.0
panathur,1199.0,2.0,1.0,2.0,85.0
bisuvanahalli,1180.0,2.0,1.0,3.0,46.0
marathahalli,957.0,2.0,1.0,2.0,47.0
kodihalli,1490.0,2.0,1.0,2.0,150.0
marathahalli,2500.0,5.0,2.0,4.0,181.0
jakkur,1660.0,3.0,2.0,3.0,104.0
hrbr layout,1265.0,2.0,1.0,2.0,78.0
billekahalli,1805.0,3.0,3.0,3.0,134.0
other,998.0,2.0,2.0,2.0,65.0
whitefield,1173.0,2.0,1.0,2.0,78.2
1st phase jp nagar,840.0,2.0,2.0,1.0,50.0
other,2048.0,3.0,2.0,3.0,206.0
other,1450.0,3.0,2.0,3.0,75.0
other,1685.0,2.0,1.0,3.0,110.0
kasavanhalli,1060.0,2.0,2.0,2.0,58.06
hoodi,1639.0,3.0,2.0,3.0,129.0
sarjapur  road,1200.0,3.0,2.0,3.0,70.0
thanisandra,1874.0,4.0,1.0,3.0,130.0
electronic city phase ii,920.0,2.0,2.0,2.0,26.0
uttarahalli,1345.0,2.0,1.0,3.0,57.0
prithvi layout,1190.0,2.0,2.0,2.0,68.0
magadi road,1052.0,2.0,1.0,3.0,60.0
ardendale,1224.0,2.0,2.0,2.0,67.0
thanisandra,1056.0,2.0,2.0,2.0,70.0
other,1400.0,2.0,1.0,3.0,78.0
dasarahalli,1150.0,2.0,0.0,2.0,70.0
banashankari,1125.0,2.0,1.0,2.0,63.0
other,1200.0,2.0,0.0,2.0,62.0
kr puram,1156.0,2.0,1.0,2.0,72.0
seegehalli,1134.0,2.0,2.0,2.0,45.0
kanakapura,1277.0,2.0,2.0,2.0,55.0
electronics city phase 1,755.0,1.0,1.0,1.0,42.41
yelahanka,845.0,2.0,2.0,2.0,43.0
sultan palaya,1713.0,3.0,3.0,3.0,125.0
dodda nekkundi,1829.0,3.0,2.0,3.0,125.0
dasanapura,708.0,2.0,1.0,2.0,31.15
sector 7 hsr layout,1760.0,3.0,2.0,3.0,185.0
whitefield,1216.0,2.0,1.0,2.0,83.0
hennur road,1450.0,3.0,1.0,3.0,88.6
other,1148.0,2.0,2.0,2.0,60.0
kodichikkanahalli,900.0,2.0,1.0,2.0,35.0
other,1200.0,2.0,2.0,2.0,75.0
uttarahalli,1175.0,2.0,2.0,2.0,47.0
old madras road,935.0,2.0,1.0,2.0,32.0
hosa road,1016.0,2.0,1.0,2.0,45.0
jakkur,1396.0,2.0,1.0,3.0,86.51
other,3329.0,3.0,2.0,3.0,330.0
vidyaranyapura,462.0,3.0,2.0,3.0,38.0
dasarahalli,1375.0,2.0,1.0,2.0,60.0
kanakpura road,1691.2,3.0,1.0,3.0,115.0
hennur,1231.0,2.0,2.0,2.0,50.0
9th phase jp nagar,1719.3,2.0,2.0,3.0,88.0
akshaya nagar,1412.0,2.0,3.0,3.0,88.0
harlur,2240.0,5.0,2.0,3.0,155.0
other,1165.0,2.0,1.0,2.0,135.0
hulimavu,3035.0,5.0,2.0,3.0,271.0
other,1950.2,3.0,2.0,3.0,193.0
hulimavu,3035.0,5.0,3.0,3.0,220.0
vidyaranyapura,1060.0,6.0,3.0,6.0,110.0
sector 2 hsr layout,1146.0,2.0,3.0,2.0,55.0
hebbal,1299.0,2.0,1.0,2.0,97.0
padmanabhanagar,1150.0,2.0,0.0,2.0,50.0
pai layout,1400.0,2.0,3.0,3.0,67.0
hennur road,1165.0,2.0,1.0,2.0,67.0
other,1750.0,3.0,1.0,3.0,120.0
other,750.0,2.0,0.0,2.0,40.0
billekahalli,1350.0,3.0,2.0,2.0,55.0
ananth nagar,1200.0,2.0,1.0,2.0,36.0
kaggadasapura,1225.0,2.0,2.0,2.0,48.0
hosur road,760.0,1.0,2.0,1.0,21.28
rajiv nagar,1309.0,2.0,1.0,2.0,80.0
bommanahalli,1730.0,3.0,1.0,3.0,96.0
tindlu,1357.0,2.0,2.0,3.0,65.0
subramanyapura,1050.0,2.0,3.0,2.0,41.0
jalahalli east,720.0,4.0,2.0,4.0,48.0
jigani,1252.0,3.0,3.0,3.0,70.0
other,581.91,2.0,1.0,1.0,25.0
arekere,2072.0,3.0,2.0,3.0,108.0
other,1550.0,2.0,1.0,3.0,150.0
other,675.0,3.0,2.0,3.0,75.0
jakkur,1300.0,2.0,2.0,2.0,80.0
other,1655.0,3.0,2.0,3.0,155.0
haralur road,2017.0,3.0,2.0,3.0,105.0
bisuvanahalli,1075.0,2.0,1.0,3.0,41.49
other,1540.0,3.0,3.0,3.0,85.0
hennur road,1482.0,2.0,1.0,3.0,83.73
ngr layout,1020.0,2.0,1.0,2.0,48.45
other,2045.0,4.0,3.0,3.0,154.0
rachenahalli,690.0,1.0,1.0,1.0,39.8
balagere,790.5,1.0,0.0,1.0,42.295
sarjapur  road,1157.0,2.0,1.0,3.0,75.0
old madras road,1171.0,2.0,2.0,2.0,73.0
ramamurthy nagar,1050.0,2.0,2.0,2.0,37.8
hormavu,1165.0,2.0,1.0,2.0,40.0
sarjapur  road,1700.0,3.0,1.0,3.0,118.0
hosa road,1300.0,6.0,0.0,6.0,145.0
vidyaranyapura,1000.0,2.0,1.0,2.0,35.0
lakshminarayana pura,1700.0,3.0,3.0,3.0,150.0
jalahalli,1569.0,3.0,2.0,3.0,118.0
sahakara nagar,1175.0,2.0,3.0,2.0,49.0
other,1500.0,3.0,2.0,3.0,90.0
hegde nagar,1847.0,3.0,2.0,3.0,123.0
varthur road,1033.0,2.0,2.0,2.0,32.0
panathur,1198.0,2.0,1.0,2.0,86.26
hulimavu,1127.0,2.0,1.0,2.0,65.0
other,595.0,1.0,1.0,1.0,40.0
ambedkar nagar,1862.0,3.0,2.0,3.0,119.0
nagavara,2200.0,2.0,1.0,2.0,55.0
hebbal,2483.0,5.0,2.0,4.0,212.0
bommasandra industrial area,1020.0,2.0,1.0,2.0,39.0
thigalarapalya,2072.0,4.0,2.0,3.0,153.0
other,1375.0,2.0,3.0,3.0,85.0
other,3900.0,3.0,3.0,3.0,250.0
whitefield,2025.0,4.0,2.0,3.0,115.0
whitefield,1720.0,3.0,3.0,3.0,98.97
yelahanka,1792.0,3.0,1.0,3.0,104.0
kanakpura road,1366.0,2.0,1.0,2.0,83.0
gottigere,990.0,2.0,1.0,2.0,40.0
hulimavu,1058.0,2.0,1.0,2.0,48.0
raja rajeshwari nagar,1128.0,2.0,1.0,2.0,48.79
kothanur,9600.0,5.0,2.0,5.0,550.0
nagavara,1110.0,2.0,2.0,2.0,44.95
hebbal,4235.0,5.0,3.0,4.0,364.0
dommasandra,2700.0,3.0,2.0,4.0,68.0
anekal,2400.0,4.0,0.0,3.0,95.0
horamavu banaswadi,675.0,4.0,2.0,4.0,68.0
old madras road,4500.0,7.0,3.0,5.0,294.0
thanisandra,1411.0,3.0,1.0,3.0,93.15
green glen layout,1645.0,3.0,2.0,3.0,110.0
tindlu,1180.0,2.0,2.0,2.0,52.0
other,1250.0,2.0,1.0,2.0,67.0
